,width,height,channel
9691,1024,768,3
9692,1024,768,3
9693,768,1024,3
9694,1024,768,3
9695,960,720,3
9696,566,600,3
9697,600,800,3
9698,1024,576,3
9699,1024,972,3
9700,576,1024,3
9701,1024,768,3
9702,1024,768,3
9703,444,721,3
9704,1024,768,3
9705,1024,827,3
9706,800,600,3
9707,1024,768,3
9708,800,600,3
9709,800,600,3
9710,576,1024,3
9711,800,600,3
9712,1024,768,3
9713,800,360,3
9714,768,1024,3
9715,1024,848,3
9716,1024,902,3
9717,768,1024,3
9718,1024,870,3
9719,1024,768,3
9720,1024,576,3
9721,1024,768,3
9722,768,1024,3
9723,800,600,3
9724,576,1024,3
9725,800,450,3
9726,857,1024,3
9727,800,600,3
9728,326,1024,3
9729,1024,768,3
9730,1024,768,3
9731,1024,680,3
9732,480,640,3
9733,768,1024,3
9734,768,1024,3
9735,1024,768,3
9736,768,1024,3
9737,1024,768,3
9738,473,1024,3
9739,600,800,3
9740,400,283,3
9741,1024,584,3
9742,1024,473,3
9743,1024,768,3
9744,1024,485,3
9745,662,800,3
9746,600,600,3
9747,768,1024,3
9748,1024,768,3
9749,800,360,3
9750,768,1024,3
9751,450,450,3
9752,768,1024,3
9753,768,1024,3
9754,1024,768,3
9755,768,1024,3
9756,800,360,3
9757,599,800,3
9758,1024,576,3
9759,1024,1024,3
9760,768,1024,3
9761,800,600,3
9762,768,1024,3
9763,768,1024,3
9764,960,720,3
9765,1024,614,3
9766,1024,768,3
9767,768,1024,3
9768,800,670,3
9769,768,1024,3
9770,1024,820,3
9771,1024,768,3
9772,960,432,3
9773,768,1024,3
9774,1024,768,3
9775,800,600,3
9776,1024,768,3
9777,1024,768,3
9778,1024,768,3
9779,768,1024,3
9780,800,600,3
9781,800,600,3
9782,1024,1024,3
9783,1024,768,3
9784,1024,472,3
9785,768,1024,3
9786,1024,760,3
9787,1024,768,3
9788,768,1024,3
9789,1024,473,3
9790,1024,775,3
9791,1024,768,3
9792,1024,707,3
9793,800,600,3
9794,800,600,3
9795,750,750,3
9796,1024,768,3
9797,1024,1024,3
9798,722,590,3
9799,1024,768,3
9800,768,1024,3
9801,1024,768,3
9802,1024,733,3
9803,1024,863,3
9804,666,800,3
9805,1024,768,3
9806,800,449,3
9807,1024,768,3
9808,800,600,3
9809,800,600,3
9810,449,800,3
9811,1024,768,3
9812,768,1024,3
9813,800,600,3
9814,768,1024,3
9815,449,800,3
9816,1024,1024,3
9817,800,450,3
9818,800,600,3
9819,768,1024,3
9820,800,600,3
9821,1024,768,3
9822,1024,1024,3
9823,800,600,3
9824,1024,768,3
9825,800,360,3
9826,1024,768,3
9827,1024,768,3
9828,800,600,3
9829,800,600,3
9830,739,800,3
9831,500,500,3
9832,1024,802,3
9833,533,800,3
9834,800,800,3
9835,1024,768,3
9836,600,800,3
9837,683,1024,3
9838,1024,768,3
9839,1024,768,3
9840,576,1024,3
9841,1024,1024,3
9842,1024,1024,3
9843,600,800,3
9844,1024,768,3
9845,586,1024,3
9846,1024,768,3
9847,960,720,3
9848,858,828,3
9849,768,1024,3
9850,1024,768,3
9851,1024,768,3
9852,768,1024,3
9853,800,600,3
9854,800,557,3
9855,1024,768,3
9856,800,600,3
9857,1024,768,3
9858,1024,768,3
9859,768,1024,3
9860,768,1024,3
9861,1024,576,3
9862,1000,1000,3
9863,1024,768,3
9864,1024,768,3
9865,987,987,3
9866,768,1024,3
9867,598,800,3
9868,638,800,3
9869,1024,1024,3
9870,800,600,3
9871,600,800,3
9872,450,800,3
9873,800,600,3
9874,1024,768,3
9875,600,800,3
9876,576,1024,3
9877,600,800,3
9878,1024,768,3
9879,462,1024,3
9880,1024,768,3
9881,1024,473,3
9882,1024,768,3
9883,1024,434,3
9884,701,1024,3
9885,1024,768,3
9886,1024,768,3
9887,1024,768,3
9888,800,342,3
9889,1024,768,3
9890,1024,1024,3
9891,750,750,3
9892,800,600,3
9893,800,600,3
9894,800,600,3
9895,1024,768,3
9896,768,1024,3
9897,1024,832,3
9898,1024,768,3
9899,800,600,3
9900,1024,768,3
9901,768,1024,3
9902,1024,768,3
9903,800,600,3
9904,601,1024,3
9905,1024,576,3
9906,1024,768,3
9907,800,600,3
9908,1024,768,3
9909,1024,461,3
9910,800,607,3
9911,1024,559,3
9912,768,1024,3
9913,1024,768,3
9914,450,180,3
9915,768,1024,3
9916,859,1024,3
9917,800,600,3
9918,800,600,3
9919,800,600,3
9920,1024,768,3
9921,1024,815,3
9922,1024,768,3
9923,1024,768,3
9924,768,1024,3
9925,378,800,3
9926,1024,768,3
9927,800,600,3
9928,1024,768,3
9929,768,1024,3
9930,800,800,3
9931,603,800,3
9932,1024,768,3
9933,622,1024,3
9934,1024,768,3
9935,1024,768,3
9936,768,1024,3
9937,1024,768,3
9938,768,1024,3
9939,768,1024,3
9940,768,1024,3
9941,800,600,3
9942,528,514,3
9943,1024,768,3
9944,576,1024,3
9945,1024,768,3
9946,1024,1024,3
9947,800,793,3
9948,768,1024,3
9949,1024,765,3
9950,768,1024,3
9951,800,600,3
9952,1024,656,3
9953,1024,1024,3
9954,960,720,3
9955,768,1024,3
9956,768,1024,3
9957,1024,768,3
9958,768,1024,3
9959,768,1024,3
9960,1024,768,3
9961,1024,768,3
9962,531,1024,3
9963,768,1024,3
9964,1024,768,3
9965,1024,1024,3
9966,1024,789,3
9967,1024,768,3
9968,600,800,3
9969,800,538,3
9970,1024,1024,3
9971,1024,768,3
9972,800,600,3
9973,1024,768,3
9974,800,600,3
9975,1024,768,3
9976,1024,768,3
9977,800,388,3
9978,1024,768,3
9979,1024,768,3
9980,768,1024,3
9981,640,480,3
9982,473,1024,3
9983,768,1024,3
9984,1024,768,3
9985,1024,1024,3
9986,800,600,3
9987,1024,768,3
9988,1024,768,3
9989,1024,768,3
9990,800,600,3
9991,768,1024,3
9992,1024,768,3
9993,1024,1024,3
9994,768,1024,3
9995,750,800,3
9996,1024,768,3
9997,800,609,3
9998,461,1024,3
9999,1024,768,3
10000,768,1024,3
10001,768,1024,3
10002,1024,768,3
10003,388,592,3
10004,1024,768,3
10005,1024,630,3
10006,800,533,3
10007,1024,1024,3
10008,1024,768,3
10009,600,800,3
10010,1024,768,3
10011,1024,768,3
10012,1024,768,3
10013,1024,768,3
10014,748,800,3
10015,1024,768,3
10016,1024,473,3
10017,800,600,3
10018,768,1024,3
10019,683,1024,3
10020,1024,768,3
10021,768,1024,3
10022,1024,768,3
10023,1024,1024,3
10024,762,800,3
10025,768,1024,3
10026,753,659,3
10027,905,1024,3
10028,1024,768,3
10029,768,1024,3
10030,1024,768,3
10031,768,1024,3
10032,1024,768,3
10033,600,800,3
10034,1024,768,3
10035,600,800,3
10036,1024,768,3
10037,1024,768,3
10038,600,800,3
10039,576,1024,3
10040,640,480,3
10041,1024,768,3
10042,668,480,3
10043,1024,768,3
10044,1024,768,3
10045,576,1024,3
10046,1024,768,3
10047,600,800,3
10048,768,1024,3
10049,768,1024,3
10050,1024,635,3
10051,768,1024,3
10052,800,400,3
10053,1024,768,3
10054,1024,576,3
10055,768,1024,3
10056,768,1024,3
10057,1024,1024,3
10058,768,1024,3
10059,1024,768,3
10060,768,1024,3
10061,1024,576,3
10062,1024,768,3
10063,1024,768,3
10064,1024,768,3
10065,800,600,3
10066,732,1024,3
10067,1024,768,3
10068,800,449,3
10069,1024,1024,3
10070,1024,1024,3
10071,1024,663,3
10072,1024,768,3
10073,1024,764,3
10074,1024,768,3
10075,800,600,3
10076,768,1024,3
10077,800,600,3
10078,885,1024,3
10079,1024,768,3
10080,1024,768,3
10081,800,500,3
10082,577,1024,3
10083,576,1024,3
10084,800,388,3
10085,436,1024,3
10086,800,600,3
10087,1024,768,3
10088,1024,576,3
10089,1024,768,3
10090,911,1024,3
10091,1024,768,3
10092,1024,768,3
10093,1024,792,3
10094,768,1024,3
10095,600,800,3
10096,1024,576,3
10097,683,1024,3
10098,768,1024,3
10099,600,800,3
10100,1024,473,3
10101,1024,768,3
10102,768,1024,3
10103,1000,750,3
10104,600,800,3
10105,800,450,3
10106,800,600,3
10107,800,360,3
10108,1024,1024,3
10109,1024,768,3
10110,768,1024,3
10111,1024,442,3
10112,800,360,3
10113,768,1024,3
10114,1024,768,3
10115,1024,768,3
10116,1024,768,3
10117,736,1024,3
10118,1024,768,3
10119,768,1024,3
10120,1024,768,3
10121,800,388,3
10122,768,1024,3
10123,636,1024,3
10124,768,1024,3
10125,1024,473,3
10126,800,600,3
10127,1024,575,3
10128,1024,1024,3
10129,800,600,3
10130,1024,768,3
10131,768,1024,3
10132,768,1024,3
10133,512,384,3
10134,683,1024,3
10135,768,1024,3
10136,1024,1024,3
10137,800,600,3
10138,1024,576,3
10139,800,600,3
10140,1024,768,3
10141,1024,768,3
10142,800,378,3
10143,768,1024,3
10144,800,600,3
10145,600,800,3
10146,360,800,3
10147,1024,768,3
10148,1024,547,3
10149,1024,1024,3
10150,1024,768,3
10151,768,1024,3
10152,768,1024,3
10153,1024,768,3
10154,800,600,3
10155,1024,768,3
10156,385,800,3
10157,1024,768,3
10158,1024,768,3
10159,1024,768,3
10160,1024,768,3
10161,1024,1024,3
10162,800,600,3
10163,394,657,3
10164,413,417,3
10165,600,800,3
10166,1024,768,3
10167,768,1024,3
10168,370,371,3
10169,800,800,3
10170,1024,768,3
10171,1024,933,3
10172,768,1024,3
10173,768,1024,3
10174,800,360,3
10175,1024,768,3
10176,768,1024,3
10177,854,1024,3
10178,1024,768,3
10179,1024,768,3
10180,800,600,3
10181,1024,768,3
10182,768,1024,3
10183,768,1024,3
10184,1024,768,3
10185,1024,768,3
10186,768,1024,3
10187,1024,768,3
10188,600,800,3
10189,800,400,3
10190,225,225,3
10191,768,1024,3
10192,768,1024,3
10193,884,1024,3
10194,800,600,3
10195,453,800,3
10196,1024,768,3
10197,1024,768,3
10198,570,800,3
10199,1024,768,3
10200,733,800,3
10201,768,1024,3
10202,768,1024,3
10203,800,600,3
10204,1024,768,3
10205,1024,768,3
10206,799,800,3
10207,800,600,3
10208,768,1024,3
10209,375,500,3
10210,1024,768,3
10211,1024,768,3
10212,1024,768,3
10213,1024,768,3
10214,768,1024,3
10215,1024,768,3
10216,800,600,3
10217,768,1024,3
10218,800,373,3
10219,1024,768,3
10220,480,640,3
10221,1024,768,3
10222,768,1024,3
10223,1024,702,3
10224,1024,768,3
10225,1024,768,3
10226,600,800,3
10227,768,1024,3
10228,800,360,3
10229,1024,768,3
10230,800,600,3
10231,800,600,3
10232,1024,768,3
10233,1024,1024,3
10234,900,675,3
10235,800,600,3
10236,768,1024,3
10237,1024,1024,3
10238,400,400,3
10239,600,800,3
10240,1024,768,3
10241,800,600,3
10242,768,1024,3
10243,800,600,3
10244,582,1024,3
10245,1024,1024,3
10246,600,800,3
10247,768,1024,3
10248,1024,1024,3
10249,362,800,3
10250,600,800,3
10251,800,600,3
10252,800,800,3
10253,800,600,3
10254,800,378,3
10255,1024,576,3
10256,1024,768,3
10257,600,800,3
10258,700,800,3
10259,768,1024,3
10260,1024,768,3
10261,800,439,3
10262,600,800,3
10263,800,600,3
10264,768,1024,3
10265,800,800,3
10266,1024,768,3
10267,1024,768,3
10268,701,1024,3
10269,1024,768,3
10270,768,1024,3
10271,1024,768,3
10272,620,1024,3
10273,800,600,3
10274,768,1024,3
10275,1024,768,3
10276,1024,768,3
10277,576,1024,3
10278,768,1024,3
10279,1024,1024,3
10280,1024,768,3
10281,1024,768,3
10282,1024,1024,3
10283,1024,768,3
10284,1024,954,3
10285,1024,768,3
10286,449,800,3
10287,1024,768,3
10288,1024,768,3
10289,1024,768,3
10290,300,400,3
10291,712,1024,3
10292,1024,768,3
10293,1024,768,3
10294,325,280,3
10295,800,600,3
10296,449,800,3
10297,1024,768,3
10298,1024,768,3
10299,1024,768,3
10300,1024,768,3
10301,576,1024,3
10302,1024,768,3
10303,800,600,3
10304,768,1024,3
10305,800,600,3
10306,478,1024,3
10307,1024,768,3
10308,1024,768,3
10309,1024,814,3
10310,577,1024,3
10311,800,600,3
10312,800,600,3
10313,1024,768,3
10314,1024,768,3
10315,768,1024,3
10316,600,800,3
10317,768,1024,3
10318,1024,768,3
10319,600,800,3
10320,1024,1024,3
10321,1024,473,3
10322,1024,576,3
10323,600,800,3
10324,1024,473,3
10325,800,360,3
10326,800,600,3
10327,1024,768,3
10328,444,1024,3
10329,600,800,3
10330,1024,768,3
10331,576,1024,3
10332,600,800,3
10333,1024,768,3
10334,800,600,3
10335,768,1024,3
10336,1024,768,3
10337,768,1024,3
10338,799,800,3
10339,1024,768,3
10340,768,1024,3
10341,379,800,3
10342,1024,1024,3
10343,1024,1024,3
10344,1023,1024,3
10345,1024,768,3
10346,800,600,3
10347,800,600,3
10348,1024,768,3
10349,768,1024,3
10350,600,800,3
10351,1024,768,3
10352,800,360,3
10353,644,1024,3
10354,1024,744,3
10355,503,624,3
10356,1024,768,3
10357,768,1024,3
10358,1024,549,3
10359,1024,1024,3
10360,600,800,3
10361,1024,1024,3
10362,1024,768,3
10363,768,1024,3
10364,800,600,3
10365,759,800,3
10366,913,1024,3
10367,1024,473,3
10368,600,800,3
10369,640,480,3
10370,1024,768,3
10371,1024,768,3
10372,1024,768,3
10373,575,1024,3
10374,1024,768,3
10375,1024,421,3
10376,1024,473,3
10377,568,740,3
10378,1024,768,3
10379,728,728,3
10380,1024,768,3
10381,800,360,3
10382,1024,768,3
10383,531,800,3
10384,1024,768,3
10385,1024,768,3
10386,483,484,3
10387,600,800,3
10388,1024,768,3
10389,1024,577,3
10390,768,1024,3
10391,1024,473,3
10392,600,800,3
10393,800,600,3
10394,1024,576,3
10395,1024,768,3
10396,768,1024,3
10397,1024,676,3
10398,800,600,3
10399,1024,768,3
10400,557,750,3
10401,1024,1024,3
10402,768,1024,3
10403,1024,768,3
10404,800,600,3
10405,1024,768,3
10406,1024,768,3
10407,1024,768,3
10408,800,600,3
10409,800,600,3
10410,800,600,3
10411,1024,768,3
10412,800,600,3
10413,800,600,3
10414,1024,768,3
10415,750,1024,3
10416,1024,1024,3
10417,1024,768,3
10418,600,800,3
10419,768,1024,3
10420,960,937,3
10421,800,681,3
10422,768,1024,3
10423,1024,577,3
10424,800,449,3
10425,1024,768,3
10426,800,600,3
10427,800,600,3
10428,1024,768,3
10429,768,1024,3
10430,1024,768,3
10431,1024,1024,3
10432,1024,473,3
10433,1024,768,3
10434,768,1024,3
10435,576,585,3
10436,960,720,3
10437,1024,913,3
10438,1024,577,3
10439,768,1024,3
10440,551,930,3
10441,1024,768,3
10442,768,1024,3
10443,736,736,3
10444,683,1024,3
10445,1024,672,3
10446,576,1024,3
10447,768,1024,3
10448,1024,768,3
10449,800,361,3
10450,1024,768,3
10451,800,600,3
10452,1024,768,3
10453,683,1024,3
10454,1024,768,3
10455,1024,768,3
10456,800,369,3
10457,600,800,3
10458,768,1024,3
10459,576,1024,3
10460,1024,768,3
10461,576,1024,3
10462,1024,768,3
10463,768,1024,3
10464,1024,768,3
10465,954,1024,3
10466,1024,768,3
10467,871,1024,3
10468,1024,473,3
10469,800,600,3
10470,600,800,3
10471,1024,584,3
10472,768,1024,3
10473,800,731,3
10474,768,1024,3
10475,1024,768,3
10476,800,600,3
10477,1024,1024,3
10478,1024,1024,3
10479,1024,768,3
10480,768,1024,3
10481,800,600,3
10482,1024,768,3
10483,768,1024,3
10484,1024,1024,3
10485,768,1024,3
10486,1024,768,3
10487,1024,768,3
10488,1024,768,3
10489,866,1024,3
10490,1024,1024,3
10491,1024,768,3
10492,925,1024,3
10493,768,1024,3
10494,800,600,3
10495,1024,768,3
10496,1024,575,3
10497,1024,473,3
10498,1024,768,3
10499,758,1024,3
10500,1024,1024,3
10501,960,723,3
10502,768,1024,3
10503,768,1024,3
10504,800,600,3
10505,1024,575,3
10506,934,1024,3
10507,600,800,3
10508,800,449,3
10509,1024,768,3
10510,500,427,3
10511,1024,1024,3
10512,1024,768,3
10513,1024,768,3
10514,800,600,3
10515,1024,768,3
10516,684,1024,3
10517,1024,768,3
10518,600,800,3
10519,1024,473,3
10520,768,1024,3
10521,768,1024,3
10522,1024,948,3
10523,396,800,3
10524,632,1024,3
10525,1024,768,3
10526,1024,768,3
10527,800,378,3
10528,1024,768,3
10529,768,1024,3
10530,800,600,3
10531,768,1024,3
10532,1024,768,3
10533,800,600,3
10534,600,800,3
10535,800,600,3
10536,1024,768,3
10537,576,1024,3
10538,768,1024,3
10539,539,1024,3
10540,1024,584,3
10541,1024,768,3
10542,473,473,3
10543,461,1024,3
10544,1024,768,3
10545,287,161,3
10546,1024,768,3
10547,768,1024,3
10548,390,535,3
10549,1024,768,3
10550,800,450,3
10551,1024,768,3
10552,800,600,3
10553,1024,542,3
10554,963,684,3
10555,800,600,3
10556,1024,768,3
10557,1024,768,3
10558,1024,768,3
10559,800,600,3
10560,800,600,3
10561,1024,768,3
10562,1024,768,3
10563,1024,768,3
10564,1024,768,3
10565,768,1024,3
10566,1024,768,3
10567,443,591,3
10568,1024,576,3
10569,1024,768,3
10570,1024,768,3
10571,1024,768,3
10572,800,388,3
10573,1024,768,3
10574,768,1024,3
10575,800,600,3
10576,716,960,3
10577,1024,768,3
10578,1024,1024,3
10579,1024,1024,3
10580,1024,768,3
10581,918,625,3
10582,600,600,3
10583,768,1024,3
10584,1024,768,3
10585,800,600,3
10586,480,640,3
10587,613,960,3
10588,768,1024,3
10589,577,1024,3
10590,768,1024,3
10591,1024,1004,3
10592,991,1024,3
10593,915,1024,3
10594,1024,768,3
10595,1024,768,3
10596,1024,768,3
10597,800,600,3
10598,800,600,3
10599,1024,768,3
10600,1024,768,3
10601,678,800,3
10602,800,600,3
10603,768,1024,3
10604,1024,1024,3
10605,450,600,3
10606,800,388,3
10607,800,600,3
10608,768,1024,3
10609,1024,884,3
10610,1024,768,3
10611,1024,783,3
10612,1024,768,3
10613,768,1024,3
10614,518,719,3
10615,1024,768,3
10616,1024,768,3
10617,800,380,3
10618,800,600,3
10619,768,1024,3
10620,466,960,3
10621,1024,768,3
10622,877,1024,3
10623,1024,768,3
10624,768,1024,3
10625,768,1024,3
10626,768,1024,3
10627,1024,768,3
10628,768,1024,3
10629,1024,768,3
10630,1024,472,3
10631,576,1024,3
10632,608,719,3
10633,1024,768,3
10634,973,849,3
10635,1024,768,3
10636,684,800,3
10637,1024,768,3
10638,800,600,3
10639,800,600,3
10640,600,800,3
10641,1024,768,3
10642,1024,498,3
10643,865,1024,3
10644,731,1024,3
10645,624,1024,3
10646,1024,768,3
10647,960,822,3
10648,800,600,3
10649,576,1024,3
10650,768,1024,3
10651,800,600,3
10652,1024,768,3
10653,800,624,3
10654,600,800,3
10655,800,600,3
10656,800,600,3
10657,1024,768,3
10658,680,679,3
10659,1024,920,3
10660,1024,768,3
10661,1024,1024,3
10662,768,1024,3
10663,1024,1024,3
10664,542,959,3
10665,576,1024,3
10666,1024,768,3
10667,1024,768,3
10668,800,600,3
10669,1024,1024,3
10670,738,1024,3
10671,648,665,3
10672,768,1024,3
10673,600,800,3
10674,768,1024,3
10675,1024,768,3
10676,1024,768,3
10677,720,800,3
10678,1024,768,3
10679,619,828,3
10680,1024,768,3
10681,768,1024,3
10682,562,1024,3
10683,768,1024,3
10684,1024,768,3
10685,1024,768,3
10686,1024,768,3
10687,960,720,3
10688,768,1024,3
10689,1024,532,3
10690,1024,1024,3
10691,1024,768,3
10692,681,1024,3
10693,1024,768,3
10694,800,566,3
10695,768,1024,3
10696,768,1024,3
10697,1024,768,3
10698,576,1024,3
10699,598,800,3
10700,768,1024,3
10701,1024,576,3
10702,1024,512,3
10703,768,1024,3
10704,600,800,3
10705,379,800,3
10706,768,1024,3
10707,1024,590,3
10708,1024,768,3
10709,1024,576,3
10710,1024,768,3
10711,1024,768,3
10712,800,373,3
10713,1024,768,3
10714,1024,768,3
10715,768,1024,3
10716,800,533,3
10717,1024,768,3
10718,1024,768,3
10719,800,600,3
10720,1024,768,3
10721,1024,1024,3
10722,576,1024,3
10723,800,450,3
10724,682,1024,3
10725,701,1024,3
10726,768,1024,3
10727,576,1024,3
10728,768,1024,3
10729,1024,768,3
10730,800,600,3
10731,1024,768,3
10732,1024,1024,3
10733,1024,848,3
10734,1024,768,3
10735,768,1024,3
10736,1024,768,3
10737,1024,768,3
10738,800,600,3
10739,1024,1024,3
10740,1024,768,3
10741,768,1024,3
10742,768,1024,3
10743,1024,768,3
10744,800,450,3
10745,600,800,3
10746,768,1024,3
10747,768,1024,3
10748,600,800,3
10749,600,800,3
10750,800,600,3
10751,600,800,3
10752,1024,472,3
10753,800,600,3
10754,1024,768,3
10755,1024,630,3
10756,800,600,3
10757,768,1024,3
10758,768,1024,3
10759,1024,768,3
10760,961,849,3
10761,1024,686,3
10762,800,642,3
10763,800,600,3
10764,768,1024,3
10765,969,727,3
10766,1024,474,3
10767,1024,768,3
10768,960,720,3
10769,800,600,3
10770,1024,768,3
10771,1024,768,3
10772,1024,576,3
10773,1024,768,3
10774,1024,1024,3
10775,1024,768,3
10776,1024,768,3
10777,1024,768,3
10778,1024,1024,3
10779,1024,768,3
10780,768,1024,3
10781,1024,768,3
10782,768,1024,3
10783,1024,768,3
10784,1024,768,3
10785,503,377,3
10786,768,1024,3
10787,1024,768,3
10788,1024,768,3
10789,1024,575,3
10790,600,800,3
10791,1024,768,3
10792,498,1024,3
10793,755,800,3
10794,768,1024,3
10795,1024,788,3
10796,1024,473,3
10797,768,1024,3
10798,1024,1024,3
10799,1024,768,3
10800,500,445,3
10801,800,565,3
10802,768,1024,3
10803,800,600,3
10804,800,600,3
10805,768,1024,3
10806,1024,1024,3
10807,1024,768,3
10808,1024,1024,3
10809,576,1024,3
10810,1024,768,3
10811,1024,1024,3
10812,768,1024,3
10813,800,600,3
10814,927,801,3
10815,1024,768,3
10816,1024,768,3
10817,610,1024,3
10818,600,800,3
10819,1024,768,3
10820,800,360,3
10821,768,1024,3
10822,1024,768,3
10823,768,1024,3
10824,678,1024,3
10825,768,1024,3
10826,768,1024,3
10827,800,361,3
10828,768,1024,3
10829,768,1024,3
10830,800,687,3
10831,1024,768,3
10832,1024,768,3
10833,1024,1024,3
10834,768,1024,3
10835,770,1024,3
10836,1024,768,3
10837,800,600,3
10838,768,1024,3
10839,500,326,3
10840,1024,768,3
10841,800,360,3
10842,1024,1024,3
10843,1011,1024,3
10844,1024,886,3
10845,1024,768,3
10846,768,1024,3
10847,768,1024,3
10848,800,360,3
10849,1024,768,3
10850,1024,768,3
10851,1024,768,3
10852,800,360,3
10853,800,800,3
10854,800,337,3
10855,768,1024,3
10856,1024,640,3
10857,576,1024,3
10858,800,360,3
10859,1024,768,3
10860,1024,1024,3
10861,768,1024,3
10862,1024,472,3
10863,800,600,3
10864,768,1024,3
10865,800,600,3
10866,1024,768,3
10867,800,600,3
10868,1024,768,3
10869,1024,1024,3
10870,1024,768,3
10871,1024,768,3
10872,800,600,3
10873,600,800,3
10874,768,1024,3
10875,1024,768,3
10876,768,1024,3
10877,800,600,3
10878,1024,768,3
10879,768,1024,3
10880,716,740,3
10881,768,1024,3
10882,1024,768,3
10883,600,800,3
10884,1024,768,3
10885,1024,768,3
10886,1024,768,3
10887,800,600,3
10888,768,1024,3
10889,800,600,3
10890,1024,947,3
10891,800,800,3
10892,768,1024,3
10893,1024,768,3
10894,1024,768,3
10895,600,800,3
10896,800,600,3
10897,1024,768,3
10898,768,1024,3
10899,1024,768,3
10900,768,1024,3
10901,1024,768,3
10902,913,1024,3
10903,800,600,3
10904,768,1024,3
10905,968,750,3
10906,1024,768,3
10907,1024,768,3
10908,512,1024,3
10909,640,480,3
10910,765,1024,3
10911,768,1024,3
10912,264,1024,3
10913,768,1024,3
10914,768,1024,3
10915,1024,768,3
10916,768,1024,3
10917,800,523,3
10918,768,1024,3
10919,800,600,3
10920,768,1024,3
10921,785,1024,3
10922,1024,768,3
10923,1024,640,3
10924,540,720,3
10925,1024,768,3
10926,473,1024,3
10927,1024,768,3
10928,768,1024,3
10929,1024,576,3
10930,960,720,3
10931,768,1024,3
10932,1024,768,3
10933,1024,586,3
10934,800,361,3
10935,800,800,3
10936,1024,473,3
10937,375,500,3
10938,1024,1024,3
10939,800,360,3
10940,800,378,3
10941,480,640,3
10942,768,1024,3
10943,388,800,3
10944,1024,768,3
10945,960,960,3
10946,766,1000,3
10947,479,800,3
10948,512,384,3
10949,576,1024,3
10950,691,800,3
10951,768,1024,3
10952,800,360,3
10953,768,1024,3
10954,768,1024,3
10955,1024,576,3
10956,408,800,3
10957,1024,1024,3
10958,1024,576,3
10959,1024,473,3
10960,667,1024,3
10961,800,651,3
10962,1024,768,3
10963,800,600,3
10964,800,360,3
10965,768,1024,3
10966,768,1024,3
10967,768,1024,3
10968,800,600,3
10969,1024,768,3
10970,759,800,3
10971,1024,576,3
10972,800,536,3
10973,768,1024,3
10974,1024,473,3
10975,1024,461,3
10976,1024,1024,3
10977,1024,768,3
10978,1024,768,3
10979,768,1024,3
10980,768,1024,3
10981,1024,1024,3
10982,1024,768,3
10983,920,1024,3
10984,800,800,3
10985,600,800,3
10986,1024,768,3
10987,1024,1024,3
10988,584,1024,3
10989,800,600,3
10990,1024,1024,3
10991,1024,768,3
10992,763,1024,3
10993,1024,576,3
10994,800,600,3
10995,1024,461,3
10996,1024,576,3
10997,1024,768,3
10998,1024,1024,3
10999,803,1024,3
11000,1024,768,3
11001,1024,769,3
11002,768,1024,3
11003,768,1024,3
11004,768,1024,3
11005,1024,768,3
11006,800,600,3
11007,768,1024,3
11008,1024,768,3
11009,1024,768,3
11010,939,1024,3
11011,768,1024,3
11012,576,1024,3
11013,498,1024,3
11014,576,1024,3
11015,800,600,3
11016,800,600,3
11017,1024,768,3
11018,800,800,3
11019,768,1024,3
11020,640,480,3
11021,682,1024,3
11022,546,429,3
11023,450,800,3
11024,1024,1024,3
11025,1024,768,3
11026,600,800,3
11027,1024,768,3
11028,768,1024,3
11029,800,374,3
11030,361,800,3
11031,600,600,3
11032,930,1024,3
11033,1024,768,3
11034,761,1024,3
11035,1024,768,3
11036,1024,1024,3
11037,1024,768,3
11038,765,1024,3
11039,720,800,3
11040,768,786,3
11041,1024,768,3
11042,1024,768,3
11043,1024,768,3
11044,768,1024,3
11045,768,1024,3
11046,800,378,3
11047,585,1024,3
11048,635,1024,3
11049,768,1024,3
11050,1024,473,3
11051,1024,768,3
11052,1024,768,3
11053,1024,768,3
11054,1024,768,3
11055,600,800,3
11056,1024,768,3
11057,800,600,3
11058,1024,768,3
11059,800,360,3
11060,1024,1024,3
11061,768,1024,3
11062,1024,1024,3
11063,800,600,3
11064,1024,1019,3
11065,800,450,3
11066,1024,1024,3
11067,1024,1024,3
11068,936,702,3
11069,1024,768,3
11070,1024,768,3
11071,768,1024,3
11072,800,600,3
11073,800,450,3
11074,516,1024,3
11075,576,1024,3
11076,600,800,3
11077,1024,768,3
11078,461,509,3
11079,1024,768,3
11080,960,811,3
11081,1024,1024,3
11082,768,1024,3
11083,1024,768,3
11084,768,1024,3
11085,600,800,3
11086,768,1024,3
11087,800,598,3
11088,576,1024,3
11089,1024,768,3
11090,1024,768,3
11091,1024,768,3
11092,1024,768,3
11093,793,800,3
11094,800,600,3
11095,1024,768,3
11096,1024,785,3
11097,1024,768,3
11098,1024,768,3
11099,576,1024,3
11100,1024,768,3
11101,1024,1024,3
11102,1024,768,3
11103,731,1024,3
11104,1024,768,3
11105,1024,876,3
11106,1024,768,3
11107,600,800,3
11108,800,460,3
11109,800,600,3
11110,977,1024,3
11111,600,800,3
11112,1024,772,3
11113,1024,768,3
11114,768,1024,3
11115,1024,575,3
11116,768,1024,3
11117,1024,576,3
11118,1024,768,3
11119,394,700,3
11120,1024,768,3
11121,504,800,3
11122,600,800,3
11123,683,1024,3
11124,1024,768,3
